event_id,site_id,start_date,end_date,rain_24h_mm,rain_station,rain_event_total_mm,rain_source_url,rain_tier,affected_area_km2,area_method,area_source_url,area_tier,people_affected,people_source_url,deaths,deaths_source_url,driver,notes,site_name,country,iso3,bbox_w,bbox_s,bbox_e,bbox_n,mechanism,coastal,catchment_area_km2,catchment_area_source_url,population,population_source_url,mean_elevation_m,elevation_source_url,selection_reason,selection_source_url,hotspot_subareas,event_year,log10_rain_24h_mm,log10_rain_event_total_mm,rain_burst_ratio,log10_catchment_area_km2,log10_population,log10_population_density,log10_affected_area_km2,area_is_measured,driver_is_rainfall,has_target,has_rainfall,admissible
chn_yangtze_2024_dongting,chn_yangtze,2024-07-05,2024-07-08,,,,,,48.0,"direct measurement of inundated area behind the breached Dongting Lake dyke (Tuanzhou area), average water depth ~5m, per Chinese state/local media reporting",https://www.globaltimes.cn/page/202407/1315657.shtml,V3,340000.0,https://www.scmp.com/news/china/article/3269424/dyke-breach-chinas-no-2-freshwater-lake-dongting-sparks-emergency-evacuation,0.0,https://www.chinadailyhk.com/hk/article/587615,levee_failure,"Dongting Lake (Hunan) is a Yangtze-connected floodplain lake but is geographically distinct from the Poyang/Wuhan reach that anchors this site (it sits further downstream/southwest, on a separate tributary system) — included here as a directly Yangtze-linked event within the same middle-Yangtze flood regime, flagged for possible exclusion depending on how the site boundary is ultimately drawn. Breach followed 17 days of continuous heavy rain in Hunan, the longest such stretch since 1961 (no mm figure sourced). No deaths reported from the breach itself; ~6,000–7,680 people evacuated/relocated from the immediate breach area versus 340,000 affected across the wider Hunan flooding.","Middle Yangtze, Wuhan and Poyang",China,CHN,113.5,28.0,117.0,31.5,monsoon runoff concentrated through the Yangtze mainstem and backed up into its floodplain lakes,0,8494.41,https://en.wikipedia.org/wiki/Wuhan,13739000,https://en.wikipedia.org/wiki/Wuhan,,,"Poyang and Dongting act as the Yangtze's overflow storage, and the cities on their shores sit below the flood stage the river reaches in a heavy monsoon year",https://en.wikipedia.org/wiki/2020_China_floods,Wuhan riverfront; Poyang Lake shoreline counties in Jiangxi; Dongting Lake dike districts in Hunan,2024,,,,3.9291332192683033,7.13795512353236,3.2088219042640573,1.6812412373755872,True,False,True,False,False
ind_mumbai_2005,ind_mumbai,2005-07-26,2005-07-27,944.0,Santacruz (IMD),,https://en.wikipedia.org/wiki/Maharashtra_floods_of_2005,V3,,,,,,,1094.0,https://en.wikipedia.org/wiki/Maharashtra_floods_of_2005,rainfall,"Deaths figure is state-wide (Maharashtra), not Mumbai-only. 944mm/24h is wettest day on record at Santacruz, previous record 575mm (1974); economic loss ~Rs 5.5 billion.",Mumbai,India,IND,72.775,18.89,72.98,19.27,"urban pluvial flooding locked in by high tide, which stops the drains and the Mithi discharging",1,603.4,https://en.wikipedia.org/wiki/Mumbai,12442373,https://en.wikipedia.org/wiki/Mumbai,14.0,https://en.wikipedia.org/wiki/Mumbai,"Drainage sized for about 25 mm/hr against monsoon bursts many times that, in a city of twelve million",https://questionofcities.org/mithi-more-than-a-rainwater-drain-for-mumbai-but-tell-that-to-the-authorities/,Hindmata (Dadar/Parel); Kurla; Sion; Matunga; King's Circle; Andheri and Vile Parle subways; Chembur; Vikhroli,2005,2.974971994298069,,,2.7806053058389697,7.094903216570517,4.314297910731547,,True,True,False,True,False
ind_mumbai_2017,ind_mumbai,2017-08-29,2017-08-30,322.0,Santacruz (IMD),,https://en.wikipedia.org/wiki/2017_Mumbai_flood,V3,,,,,,,21.0,https://en.wikipedia.org/wiki/2017_Mumbai_flood,rainfall,"12-hr city rainfall of 468mm (highest August day since 1997) per IMD; sub-station readings same day: Parel 230mm/5hr, Matunga 253mm/5hr, Worli 243mm/5hr, Kurla 208mm/5hr — https://www.freepressjournal.in/cmcm/august-29-2017-a-day-mumbaikars-will-never-forget (V3). Deaths rose after a building collapse; some reports cite 14 initially.",Mumbai,India,IND,72.775,18.89,72.98,19.27,"urban pluvial flooding locked in by high tide, which stops the drains and the Mithi discharging",1,603.4,https://en.wikipedia.org/wiki/Mumbai,12442373,https://en.wikipedia.org/wiki/Mumbai,14.0,https://en.wikipedia.org/wiki/Mumbai,"Drainage sized for about 25 mm/hr against monsoon bursts many times that, in a city of twelve million",https://questionofcities.org/mithi-more-than-a-rainwater-drain-for-mumbai-but-tell-that-to-the-authorities/,Hindmata (Dadar/Parel); Kurla; Sion; Matunga; King's Circle; Andheri and Vile Parle subways; Chembur; Vikhroli,2017,2.507855871695831,,,2.7806053058389697,7.094903216570517,4.314297910731547,,True,True,False,True,False
ind_mumbai_2019,ind_mumbai,2019-07-01,2019-07-02,300.0,unspecified Mumbai station,,https://www.aljazeera.com/gallery/2019/7/2/in-pictures-india-monsoon-chaos-kills-dozens-in-mumbai-pune,V3,,,,,,,27.0,https://gulfnews.com/world/asia/india/maharashtra-rains-eight-dead-15-missing-after-indian-dam-breached-1.1562145878999,rainfall,""">300mm in 24h in some areas"", described as heaviest in a decade / 2nd highest in 44 years; deaths mostly from wall collapses (18 in Malad, 3 in Kalyan school). rain_24h_mm is an approximate reported threshold, not a specific named-station reading — treat with caution.",Mumbai,India,IND,72.775,18.89,72.98,19.27,"urban pluvial flooding locked in by high tide, which stops the drains and the Mithi discharging",1,603.4,https://en.wikipedia.org/wiki/Mumbai,12442373,https://en.wikipedia.org/wiki/Mumbai,14.0,https://en.wikipedia.org/wiki/Mumbai,"Drainage sized for about 25 mm/hr against monsoon bursts many times that, in a city of twelve million",https://questionofcities.org/mithi-more-than-a-rainwater-drain-for-mumbai-but-tell-that-to-the-authorities/,Hindmata (Dadar/Parel); Kurla; Sion; Matunga; King's Circle; Andheri and Vile Parle subways; Chembur; Vikhroli,2019,2.4771212547196626,,,2.7806053058389697,7.094903216570517,4.314297910731547,,True,True,False,True,False
ind_mumbai_2021,ind_mumbai,2021-07-17,2021-07-19,235.0,Mumbai Airport (Santacruz),,https://floodlist.com/asia/india-mumbai-landslides-july-2021,V3,,,,,,,32.0,https://en.wikipedia.org/wiki/2021_Mumbai_landslide,rainfall,Colaba station recorded 197mm/24h same period. Deaths from Chembur (21) and Vikhroli (10) landslides on rain-saturated slopes; severe flooding along Mithi River in Kurla noted.,Mumbai,India,IND,72.775,18.89,72.98,19.27,"urban pluvial flooding locked in by high tide, which stops the drains and the Mithi discharging",1,603.4,https://en.wikipedia.org/wiki/Mumbai,12442373,https://en.wikipedia.org/wiki/Mumbai,14.0,https://en.wikipedia.org/wiki/Mumbai,"Drainage sized for about 25 mm/hr against monsoon bursts many times that, in a city of twelve million",https://questionofcities.org/mithi-more-than-a-rainwater-drain-for-mumbai-but-tell-that-to-the-authorities/,Hindmata (Dadar/Parel); Kurla; Sion; Matunga; King's Circle; Andheri and Vile Parle subways; Chembur; Vikhroli,2021,2.3710678622717363,,,2.7806053058389697,7.094903216570517,4.314297910731547,,True,True,False,True,False
ind_mumbai_2024,ind_mumbai,2024-09-27,2024-09-28,,,250.0,https://watchers.news/2024/09/28/mumbai-sees-its-wettest-september-day-in-3-years-after-250-mm-9-8-inches-of-rain-hit-the-city-in-6-hours-india/,V3,,,,,,,4.0,https://watchers.news/2024/09/28/mumbai-sees-its-wettest-september-day-in-3-years-after-250-mm-9-8-inches-of-rain-hit-the-city-in-6-hours-india/,rainfall,"250mm fell in a 6-hour window (not a clean 24h reading, hence left in rain_event_total_mm not rain_24h_mm); Mankhurd recorded 276mm in a 6hr window same day. Wettest September day since 2020/2021.",Mumbai,India,IND,72.775,18.89,72.98,19.27,"urban pluvial flooding locked in by high tide, which stops the drains and the Mithi discharging",1,603.4,https://en.wikipedia.org/wiki/Mumbai,12442373,https://en.wikipedia.org/wiki/Mumbai,14.0,https://en.wikipedia.org/wiki/Mumbai,"Drainage sized for about 25 mm/hr against monsoon bursts many times that, in a city of twelve million",https://questionofcities.org/mithi-more-than-a-rainwater-drain-for-mumbai-but-tell-that-to-the-authorities/,Hindmata (Dadar/Parel); Kurla; Sion; Matunga; King's Circle; Andheri and Vile Parle subways; Chembur; Vikhroli,2024,,2.3979400086720375,,2.7806053058389697,7.094903216570517,4.314297910731547,,True,True,False,False,False
idn_jakarta_2007,idn_jakarta,2007-02-01,2007-02-12,340.0,unspecified (city-wide peak),,https://en.wikipedia.org/wiki/2007_Jakarta_flood,V3,,,,,500000.0,https://en.wikipedia.org/wiki/2007_Jakarta_flood,80.0,https://www.abc.net.au/news/2007-02-11/jakarta-floods-claim-80-lives/2191640,rainfall,"Rated a 1-in-50-year event; 80 separate regions and >70,000 homes flooded; damage ~$400M.",Jakarta,Indonesia,IDN,106.68,-6.37,106.97,-6.08,urban pluvial flooding on a coastal plain that is sinking faster than the drainage can be rebuilt,1,662.0,https://en.wikipedia.org/wiki/Jakarta,11010514,https://en.wikipedia.org/wiki/Jakarta,8.0,https://en.wikipedia.org/wiki/Jakarta,"Around 240 square kilometres of the city already sits below sea level and subsidence reaches 17.5 cm a year, so gravity drainage into the Ciliwung keeps failing",https://www.sciencedirect.com/science/article/pii/S2590252023000053,"Kampung Melayu; Kampung Pulo; Bidara Cina; Cipinang Melayu, all riverside kampungs on the Ciliwung",2007,2.531478917042255,,,2.8208579894397,7.041807593463413,4.220949604023714,,True,True,False,True,False
idn_jakarta_2013,idn_jakarta,2013-01-15,2013-01-23,,,,,,,,,,20000.0,https://en.wikipedia.org/wiki/2013_Jakarta_flood,41.0,https://en.wikipedia.org/wiki/2013_Jakarta_flood,levee_failure,"Triggered by West Flood Canal dike breach (30m section) in Menteng; flooding reached the presidential palace; no sourced 24h rainfall figure found for this event, left blank per rule.",Jakarta,Indonesia,IDN,106.68,-6.37,106.97,-6.08,urban pluvial flooding on a coastal plain that is sinking faster than the drainage can be rebuilt,1,662.0,https://en.wikipedia.org/wiki/Jakarta,11010514,https://en.wikipedia.org/wiki/Jakarta,8.0,https://en.wikipedia.org/wiki/Jakarta,"Around 240 square kilometres of the city already sits below sea level and subsidence reaches 17.5 cm a year, so gravity drainage into the Ciliwung keeps failing",https://www.sciencedirect.com/science/article/pii/S2590252023000053,"Kampung Melayu; Kampung Pulo; Bidara Cina; Cipinang Melayu, all riverside kampungs on the Ciliwung",2013,,,,2.8208579894397,7.041807593463413,4.220949604023714,,True,False,False,False,False
idn_jakarta_2015,idn_jakarta,2015-02-01,2015-02-28,,,,,,,,,,4258.0,https://en.tempo.co/read/1982678/jakarta-flood-update-89-neighborhoods-and-2-roads-still-submerged-4258-people-displaced,,,rainfall,"Could not confirm exact Feb 2015 dates or a deaths figure specific to that event from sources found; 4,258 displaced figure and 89 flooded neighborhoods (incl. Kampung Melayu, Bidara Cina at 919 displaced) are from a Tempo report but exact event date is ambiguous — flagged as a gap, do not treat as fully confirmed 2015-only figure.",Jakarta,Indonesia,IDN,106.68,-6.37,106.97,-6.08,urban pluvial flooding on a coastal plain that is sinking faster than the drainage can be rebuilt,1,662.0,https://en.wikipedia.org/wiki/Jakarta,11010514,https://en.wikipedia.org/wiki/Jakarta,8.0,https://en.wikipedia.org/wiki/Jakarta,"Around 240 square kilometres of the city already sits below sea level and subsidence reaches 17.5 cm a year, so gravity drainage into the Ciliwung keeps failing",https://www.sciencedirect.com/science/article/pii/S2590252023000053,"Kampung Melayu; Kampung Pulo; Bidara Cina; Cipinang Melayu, all riverside kampungs on the Ciliwung",2015,,,,2.8208579894397,7.041807593463413,4.220949604023714,,True,True,False,False,False
idn_jakarta_2020,idn_jakarta,2020-01-01,2020-01-02,377.0,Halim Perdanakusuma (BMKG),,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2022GL101513,V1,,,,,397000.0,https://reliefweb.int/report/indonesia/flash-update-no-01-flooding-jakarta-metropolitan-area-indonesia-02-january-2020,66.0,https://gulfnews.com/world/asia/indonesia-capital-floods-leave-43-dead-397000-displaced-1.68787436,rainfall,"Record since observations began 1866, ~300-yr return period per Lubis et al. 2022 (peer-reviewed, V1). Deaths toll rose to 66 (from initial reports of dozens); note death-toll sources vary (43 vs 66) across dates — used later, higher-confidence figure; verify against BNPB if refining.",Jakarta,Indonesia,IDN,106.68,-6.37,106.97,-6.08,urban pluvial flooding on a coastal plain that is sinking faster than the drainage can be rebuilt,1,662.0,https://en.wikipedia.org/wiki/Jakarta,11010514,https://en.wikipedia.org/wiki/Jakarta,8.0,https://en.wikipedia.org/wiki/Jakarta,"Around 240 square kilometres of the city already sits below sea level and subsidence reaches 17.5 cm a year, so gravity drainage into the Ciliwung keeps failing",https://www.sciencedirect.com/science/article/pii/S2590252023000053,"Kampung Melayu; Kampung Pulo; Bidara Cina; Cipinang Melayu, all riverside kampungs on the Ciliwung",2020,2.576341350205793,,,2.8208579894397,7.041807593463413,4.220949604023714,,True,True,False,True,False
